
Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Rep.",COG,1.38702756514775,1.30404680125171,0.827099765306839,0.94167204677379,0.991952609813345,1.17435858201244,1.25296493373365,1.04913418474551,1.06626268277451,1.13655123166942,1.22205762926656,1.17445818434384,1.11616022635727,1.10015273196348,1.04656126835517,1.11662104744781
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Costa Rica,CRI,1.24316664208044,1.33787391857638,1.33972958478134,1.38444495906757,1.39757336343115,1.45367568706039,1.49765701301822,1.71226744750417,1.66935403797623,1.5775366322261,1.53723769279563,1.5878028840627,1.57216378945795,1.62342547847402,1.61681138693653,1.53984215693524
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cote d'Ivoire,CIV,0.386281397194112,0.376580096289645,0.386730368311917,0.292971288913044,0.294749452181012,0.309775086892795,0.293837436901418,0.285492261967837,0.319825943398114,0.291675665867515,0.300690689914348,0.28374179853428,0.365172194338829,0.386857284358351,0.399942510628685,0.415553147784264
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Croatia,HRV,4.0360745536,4.46455774690079,4.7131287576932,5.02112399988939,4.90003716953956,4.97547066281993,5.00985929769698,5.30646136841834,5.04124992313859,4.71661934771151,4.52977084699612,4.4450549476221,4.07797621028232,3.99714358826503,3.83079514409838,3.94953949039919
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cuba,CUB,2.55300140260158,2.46564205615036,2.36556663886315,2.28842784276794,2.25961119592948,2.34017723811087,2.37821507322414,2.45588087972843,2.37190985339653,2.39113335463347,2.48972203595315,2.44154421168434,2.53693202667895,2.54997116568281,2.35413332090837,2.57584418337596
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cyprus,CYP,7.51679168815391,7.24697615123908,7.29845631311126,7.83135902434148,7.63612661041108,7.61844518456949,7.57922303347046,7.73564471776458,7.77259037523229,7.44940925710233,6.9916773333475,6.66727215248462,6.13787832149935,5.50803449623297,5.78745024405371,5.77109022303079
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czechia,CZE,12.161475751051,12.1705106539795,11.7888487068051,12.1025038458905,12.1393325416704,11.9372266731014,11.9694049314844,12.0822291623862,11.4321462264855,10.8432395602577,10.8996688118949,10.5963383691143,10.2104838030651,9.78767716870935,9.49713106845789,9.59291997133716
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,9.85127020370004,10.1227088314642,10.0149536889517,10.9884401920834,9.94122885590458,9.26331394138722,10.6917586613287,9.77973200464786,9.12471027761107,8.67875710991754,8.67475665065938,7.73672793386388,6.83460751287831,7.11686267972613,6.34715312817014,5.93032476740055
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,0.503212121293797,0.491841826803747,0.50638108598214,0.513881879091431,0.483642544414344,0.51669292456861,0.510775762828135,0.543460672495019,0.537215450239329,0.516589113564154,0.564730814546143,0.506932561637299,0.516191500130463,0.575032955905462,0.406607305525196,0.443772428370827
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,1.83331870189916,2.04099599430693,1.54698075063725,1.77522573858157,2.10429608889667,2.16093426915572,2.25917197637543,2.38458742275536,2.40906051001716,2.38126390160932,2.50890844302233,2.21262110500131,2.42422482870747,2.49059126113428,2.59474420146747,2.58402731155456
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominican Republic,DOM,2.18605044895725,2.18982724730766,2.37451508515934,2.09927249914012,1.91108672918118,2.03941878288681,2.19389610356038,2.19382557667849,2.16123200504718,2.03742492921635,2.1155194662714,2.11171803128455,2.16147493311157,2.09580517022116,2.08621475250958,2.26704601804065
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ecuador,ECU,1.74644499860492,1.88793432356695,1.84936294858181,1.85365453180709,1.93413278108917,2.04940271656989,2.15048674568552,2.14961090975302,2.18586215975846,2.34002900134208,2.48532564443912,2.43452304700543,2.39507751382518,2.5250351571193,2.61945204390978,2.55560326309705
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Egypt, Arab Rep.",EGY,1.60588760442895,1.73914879185996,1.7399470296964,1.75111351765264,1.86402703826597,2.05142540699493,2.11764478262158,2.23058230448758,2.26531923876528,2.31178994450876,2.29579094849789,2.30680689946667,2.35642277493464,2.29022523426049,2.29224576651155,2.31554239924709
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,El Salvador,SLV,0.94514005412788,0.980044571771156,0.987361250317113,1.0801996200668,1.10622625050637,1.13224696939308,1.19895214730921,1.26221618955645,1.13870917399337,1.09614085134131,1.069539358139,1.10449967893304,1.09905573330516,1.04367501384658,1.0616269261132,1.12301811600134
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,2.89396578279271,4.0215774326748,3.37282775173548,3.5397837861111,6.67703347834768,6.48748852237587,6.16775897983031,6.66748171928323,5.84549700443531,5.81218872342831,5.52550697837599,5.31990550311553,4.91682556491259,4.81534092050989,4.59132029991129,4.07892363098592
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,0.264614188759988,0.281454324194016,0.266602654289196,0.258152778144185,0.254601648848774,0.208293016429521,0.183872534671623,0.176517547864648,0.149482047748687,0.151701358804211,0.159781963302408,0.18577614829918,0.192258737328583,0.178812007279529,0.178195686678652,0.170927836656581
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,10.6890911498692,10.9729381211211,10.7261391235002,12.1702462939185,12.2967964478368,12.4062667232566,11.9467482421425,14.7431154339589,13.0742881930162,10.5265958044683,13.8946656903059,13.9385689285911,12.8442211967073,14.2993496950297,13.3847833280717,10.929773066435
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ethiopia,ETH,0.0530643134257323,0.0637694596607203,0.0643209963134495,0.0686412431478002,0.0708383442212328,0.0651801201859715,0.0678219197764366,0.0727289934281699,0.0769075705004338,0.0753207992315423,0.0725387745198668,0.0822442858627317,0.090618147260683,0.104968497193462,0.125220099867699,0.127315885004371
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fiji,FJI,1.00489003722482,1.23662815575524,1.03189703150169,1.20761127150457,1.5225673651831,1.2242220172518,1.35887566627373,1.26739183156533,0.962830547845452,0.850581828146304,1.24429802611446,1.16232089876755,1.09048919993107,1.16798565443433,1.32552754598279,1.37788922808548
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Finland,FIN,10.6443731309922,11.7748661914168,12.1985394756526,13.7555932134462,12.9458059145721,10.5717089431837,12.7272102369268,12.3097271173365,10.6636260517985,10.148381558573,11.6580824827459,10.2302556366865,9.12603706225985,9.2280857485569,8.45218320494398,7.81369792414716
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,France,FRA,6.12651544488878,6.14105166085935,6.0043644845786,6.05295599834043,6.02631953482719,6.02667784171445,5.84238818030875,5.67076460296602,5.5640399420339,5.31413736475439,5.35040786583849,5.12710544623814,5.15235849401422,5.12789942785166,4.61480713608279,4.67593508663906
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gabon,GAB,4.77636328642075,4.76488416412187,4.43871040831902,4.66947862663759,4.29825489905512,4.1542068346964,3.61862027747791,3.18827777469489,3.29540156177147,3.149348489485,3.36746722147384,3.259317348378,3.05001075295162,3.0439443052508,3.03126056572549,3.01491187897365
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Gambia, The",GMB,0.170291032104172,0.208591171442882,0.194583842183438,0.189113280898346,0.195134053869652,0.198449982172627,0.208730936940117,0.231743407353349,0.234930037318557,0.25818385309983,0.224129253719787,0.223649943049086,0.219746202597362,0.202647786757678,0.231519233044574,0.260037911654572
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Georgia,GEO,1.17062709047122,0.875902662757048,0.743594029430579,0.798940010162622,0.858876491467507,1.08728602328423,1.21156690368155,1.45760873000535,1.25733769630311,1.47448405641855,1.40547363862154,1.73616463029767,1.92900055083653,2.15834227262897,2.32671060548785,2.52314190948536
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Germany,DEU,10.0993658941276,10.2936122892644,10.1030113350959,10.138763607454,9.9504461302536,9.7294631214949,9.88647957169216,9.52762326749987,9.61745788706108,8.97173140678443,9.45338862684134,9.29900290355714,9.45128904680279,9.62422936749002,9.08852776834501,9.08734480366678
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ghana,GHA,0.251684396360693,0.269588732225873,0.321302401744726,0.29916293451412,0.270459231082872,0.281420357807598,0.33761806891556,0.355086315690019,0.327504378324389,0.373547709685179,0.405971224942882,0.412238583609724,0.479415246317012,0.504973606930306,0.474057677945499,0.496024739617925
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greece,GRC,8.74165078631788,8.89399981513758,8.86039305369224,9.17056717242844,9.11394933209897,9.27863716282251,9.13788494425138,9.44111462280805,9.06364335794312,8.52976096102131,7.87481473681996,7.61350463430599,7.25081215401234,6.61037895212413,6.38505903145612,6.28508782508784
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Grenada,GRD,1.84861121453571,1.91965609249926,1.94491411887537,2.05260253816443,1.97961941634099,2.06795218314075,2.12545500414459,2.2447974938465,2.32489909137787,2.31701825181679,2.39917922815879,2.26509337092536,2.40354751880737,2.71153106161016,2.14881497304445,2.29114136829719
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guatemala,GTM,0.814796784851732,0.828871340888922,0.863904873407061,0.851253780204383,0.850047957326968,0.892596490718621,0.874124842110202,0.923216168681838,0.82044214919553,0.848874193850226,0.804898452539667,0.810858922089052,0.824228643300048,0.867210613999047,0.914557101787262,1.05707310890778
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea,GIN,0.179309813748813,0.185715434225419,0.190083926046219,0.194693404910528,0.197845361458643,0.2008290049774,0.203780561323598,0.207236095803933,0.205812295464573,0.211958041867326,0.243682823651839,0.24902846886389,0.228832188369081,0.195379103300369,0.196384745395564,0.216953417676487
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea-Bissau,GNB,0.119429759458715,0.117864130175444,0.119470038376639,0.148291380782015,0.15248598932895,0.151843173181669,0.153243320267225,0.158489202879967,0.150225304364126,0.153614860175118,0.153775475044984,0.151334634749042,0.148845809657673,0.145722021990242,0.151206699443415,0.157581198477963
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guyana,GUY,2.1873365557782,2.16343844308241,2.13317234912004,2.12711126772045,2.19837879919624,1.95022041334248,1.75746043802011,2.12181816499476,2.1265000331499,2.16596695143346,2.35221918570137,2.46106714322185,2.6893702131549,2.64322603087956,2.74710077684509,2.7547610627908
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Haiti,HTI,0.17622731445625,0.188034674040336,0.210955411424242,0.205430057834298,0.185995876354923,0.187095995346744,0.185489594107155,0.2171147200893,0.211931869747068,0.204652562349971,0.249743977372476,0.270992108746441,0.238940563023005,0.258338055000553,0.290138810726091,0.310537245413729
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Honduras,HND,0.749197240384724,0.848233095115563,0.867219342475713,0.933950449889411,1.02361958375043,0.921871350193328,1.0296054330424,1.07718353624511,1.05990327800926,0.975305721598656,0.937979274004421,1.09833523997205,1.13568962715046,1.08083592531217,1.08285131015576,1.13380970799413
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hungary,HUN,5.3504510002036,5.52441522890234,5.47318097125118,5.74427180984904,5.57524349603736,5.54385244865578,5.50645046304525,5.35516886805399,5.28125195503412,4.77309893092146,4.78803898751033,4.7040297031798,4.37758218903705,4.12031356861289,4.11750182537459,4.40759693053804
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iceland,ISL,7.91394178624135,7.59134358945566,7.80379308785732,7.68997758366405,7.90892034210508,7.62046142336234,7.61022707072835,7.64836342861545,6.87628775038278,6.61854511317147,6.15997308523115,5.91933269386297,5.79921176367877,6.27555874031702,6.25408539155614,6.21948823360488
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,India,IND,0.885077949226179,0.883746998008724,0.897242648505059,0.905456601736005,0.955470157428994,0.984261472618751,1.03653392155165,1.1235994817209,1.18036124666151,1.27887360284089,1.33803383522422,1.39687849773199,1.49820412282441,1.52767440026001,1.64246527737333,1.63132348717228
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Indonesia,IDN,1.3109381334086,1.39123766548666,1.38851451403432,1.49667347544607,1.51030150470751,1.49536891530725,1.57235136177763,1.61781217779373,1.58083241547306,1.62287572364692,1.70290597910492,1.92554222355036,1.92545004760659,1.77040203245853,1.89142782676209,1.88756448144649
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Iran, Islamic Rep.",IRN,5.19428491683261,5.31037407192706,5.49371213979057,5.73583734069663,6.04764373362858,6.42318378827662,6.79304015839326,7.10933265530428,7.13393012945701,7.29652191655885,7.1798251528995,7.23119486664987,7.2308576752779,7.43960075518748,7.57057831407027,7.32579213851096
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iraq,IRQ,3.55804154622192,3.83680457024857,3.47223801265899,3.00264625469678,3.16265711110125,2.96626493396004,2.86996567828519,2.67437989619791,3.01646761331506,3.11021742518086,3.47195694849252,3.49124674266319,3.80943176187109,3.92042117367214,3.6478560889955,3.52694421151988
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ireland,IRL,11.1778068493057,11.5914338545197,11.1725310641268,11.0312944683639,10.9790475404286,11.2142943339694,11.0593877607848,10.5945475071051,10.2262724232127,8.9481685637902,8.84787907428585,7.96668794720795,8.04636035875816,7.71834346349422,7.63385246922327,7.88760935074481
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Israel,ISR,9.0630147877246,9.00023295542786,9.29689497716895,9.40632614317533,9.27594360405346,8.80397108266836,9.12017806257709,9.27534435453545,9.12707968476357,8.7805519931602,9.25026234324991,8.99106338046306,9.61547310536628,8.31348098517278,7.8773324245043,7.9133542559158
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Italy,ITA,7.66210832939307,7.66262915956549,7.77218397789502,8.06442103750509,8.18934076598023,8.17381434687257,8.02584391412222,7.86078687080444,7.5643247964943,6.71892118781227,6.83687516276224,6.6805503702131,6.32766192019354,5.75187766207853,5.38744255964141,5.56329428886422
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jamaica,JAM,3.85551669949334,3.84180726402212,3.88569063361842,3.99731877495024,3.96843271682237,3.94629833502873,4.48376374709071,4.45335646361405,3.55000953391511,2.89780969078398,2.73594899001279,2.74178318959977,2.5215440009247,2.66929522571795,2.58257818248811,2.53671122530592
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Japan,JPN,9.33772380028855,9.22020228236164,9.46887049315391,9.50476440282497,9.44956363835599,9.51276404248159,9.33129428879816,9.5936031749752,9.04895324957248,8.60923098549751,9.03600999453424,9.49500989572333,9.82785573811594,9.94449527247048,9.56430591784783,9.26804964566898
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jordan,JOR,3.21747234173507,3.14738026575975,3.19844519946045,3.20782518244137,3.35854651750237,3.49896645859653,3.31937135547279,3.25796556615731,3.01664150662918,3.04771349221952,2.91387220039999,2.91931904168507,3.34494706846206,3.09347308459958,2.95137713839159,2.66573038027454
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kazakhstan,KAZ,8.07276392190989,7.90420999391924,8.82077519889026,9.80226935118937,10.5261951921084,11.1716693748985,12.1046688726905,12.8125768525733,15.3412531633198,13.274060944687,14.0732754184079,14.824684750479,14.5663225959365,15.2631047859855,12.1042254914238,10.8910512947587
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kenya,KEN,0.27973260127852,0.247786635508931,0.233826765934642,0.202475058431098,0.220244197518061,0.242937186357954,0.264463997037475,0.25945667922109,0.265693416128019,0.307805552827632,0.323340092266238,0.327520882772203,0.296879604689277,0.32120873806002,0.364375325524079,0.386120073710359
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kiribati,KIR,0.399657757863689,0.383294120246104,0.472943722943723,0.493096646942801,0.527934818756235,0.629558697689581,0.682433580128493,0.570599423518108,0.615585864609584,0.552851050983056,0.502801055604426,0.493305785876164,0.516941711910265,0.563052130861081,0.522676870896204,0.520105906243841
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Dem. People's Rep.",PRK,3.07368163019574,3.16363765656445,3.01196218307567,3.05857775474233,3.10342466239619,3.22303049726356,3.25705060385766,2.69471327291361,2.9764747274383,2.24790512250489,2.09385437792051,1.49690186597376,1.54627754917375,1.10508359411769,1.24266246960187,0.993803353113853
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Rep.",KOR,9.51404535272647,9.64054082649999,9.67578244110745,9.68660117392493,10.1057434199735,9.98249418522252,10.0716206095789,10.3462645909905,10.496943534961,10.6806453781635,11.6078298406397,11.9848036225426,11.95852704987,11.8900369278382,11.5887156236236,11.9146864937447
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kuwait,KWT,25.757493535845,26.7055251009954,27.1537450106576,27.6568327665969,28.7524245628357,31.2743160852875,30.6497944283025,28.1635443872172,28.6115061506717,27.7777897014899,27.4263799553979,26.4935548257298,25.1324210974698,23.9581430833469,22.7499904295637,22.7750200000358
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kyrgyz Republic,KGZ,0.947921770374,0.801217366686215,0.99487045905384,1.10635893165189,1.08878092738065,1.02797040251036,1.0275755020696,1.22866524941159,1.39912008573524,1.2510170341612,1.17373666917528,1.39455264207739,1.80945926665716,1.65308762850549,1.687687430383,1.72348033373063
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lao PDR,LAO,0.166285112117747,0.180772276499459,0.197192308879201,0.202395296942468,0.209981784507973,0.214810600430209,0.276259027648268,0.287071693271104,0.333808083331744,0.407307947280307,0.454991272125297,0.474258871157907,0.502688435953585,0.630353375423551,0.649260982740074,1.3076988469402
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latvia,LVA,2.92689489134337,3.14790965141603,3.18253221728416,3.31877156674847,3.36548361069355,3.44604406201718,3.69638430604272,3.87751809391794,3.72287608355585,3.43848652616254,4.06096622019446,3.83418240149458,3.72149107391712,3.7027854362936,3.65250564003487,3.69951965257617
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lebanon,LBN,3.62742388746857,3.84828670372733,3.78625244171701,3.86584819283046,3.90821712963439,3.72145945633942,3.43944232291439,3.12699080673519,3.81495016074309,4.42377353879464,4.17636814924537,4.19719820751246,4.53236241673727,4.0931695513758,4.00854782860099,4.2220742810528
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lesotho,LSO,0.874348929016376,0.885633364391517,0.901511563758114,0.915741358634842,0.942840276742434,0.96160459264174,0.972794139964994,0.987816775188874,1.00620847773499,1.0460543637693,1.0672615013148,1.41592607660586,1.42092491524384,1.06391750191303,1.12111154701939,1.01212119209581
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liberia,LBR,0.147073248909238,0.150343031773033,0.144991225573817,0.154314523042954,0.178920570949643,0.204450393378722,0.198862822419537,0.176470102457099,0.142752677339466,0.136704475673395,0.181534325251321,0.202858065364792,0.217960911781409,0.204460357783604,0.266650558326574,0.270535774876424
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Libya,LBY,8.6763767292169,8.42638510544899,8.43540241606149,8.82819219213368,8.52192758128569,9.07917559240464,8.86106316217866,8.10137215960764,8.55374680694949,8.86828713162859,9.17432379727135,6.70741994514661,9.93464931932053,9.98581338934686,9.72308866003998,8.28960787179427
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liechtenstein,LIE,6.56634160964089,6.43189866970278,6.53008853471047,6.74572105882353,6.68777930029154,6.61752801780193,6.62446043165468,5.71248719772404,6.20140298296658,5.75682334968465,5.31176415409453,4.88496485119788,5.07671406656622,5.23134507960659,4.34707704334699,4.27717290857984
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lithuania,LTU,3.00494122649403,3.21408382692495,3.25965193241956,3.28901886939409,3.52820118001525,3.86127671459804,3.9816704379235,4.08802170276057,4.08550852017881,3.69662046036,4.06905151032421,3.91187256758743,3.99153483213082,3.83106540275195,3.70448173779067,3.80989428243904
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Luxembourg,LUX,19.6119642447857,20.6522846950909,22.0054911189556,22.6769700861325,25.4527990918914,25.6104377437344,24.7911187655643,23.1553376820079,22.5570449196767,20.9788200882714,21.7556657126006,21.0415030857707,20.1489417002859,18.7229461130742,17.3339397000642,16.0346486330854
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,North Macedonia,MKD,4.20564068398845,4.26098417500376,4.02369716809139,4.35623525673571,4.20291024450147,4.36054603788684,4.33917189647431,4.56463454199267,4.4555224539767,4.15098277588165,4.05332544364877,4.44834904755266,4.26914709244441,3.80914636982372,3.60000212820397,3.44991319788274
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Madagascar,MDG,0.101996549055708,0.0998847074432671,0.0651832617996327,0.0876423398146388,0.0901627514537192,0.0909761836458385,0.0846028270674267,0.0864794796556158,0.0867882812762402,0.0798509567510527,0.0860427702237899,0.0981687170817389,0.119381317969332,0.124225069169491,0.124323710925382,0.132173016426922
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malawi,MWI,0.0779410309752438,0.0736840951826527,0.07297043964028,0.0739115310145256,0.0723991007580002,0.0669763699970397,0.0657054298241381,0.0687038303168998,0.0727097878723976,0.0725012189721582,0.0668862463652693,0.0708162777809249,0.0690843116512275,0.0720340847219384,0.0634544336358019,0.0643204280409013
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malaysia,MYS,5.41970307450594,5.4989319960988,5.64888518954895,5.82107633847871,6.230942287027,6.44099632087228,6.54985834654279,6.99322959136745,7.31840781345023,6.43127859159965,6.95970722756613,6.93531995622416,6.92563492128782,7.40295101276076,7.71943595304507,7.60342044388986
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Maldives,MDV,1.63606565501032,1.67511241664462,2.10206511475141,1.77810824086722,2.29400764558889,2.04189982346312,2.51430497994599,2.49318725663281,2.58428000225598,2.62608262161318,2.6633478531425,2.70483922657836,2.95350919520358,2.8161246531313,3.25192327073605,3.07473678893985
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mali,MLI,0.0973209512041933,0.103325119580546,0.104035419730838,0.103652803215643,0.11380180120836,0.113864739038603,0.116100505734889,0.13048870698148,0.138587298830736,0.129311993539389,0.138706606613704,0.146305418780636,0.152028312737626,0.165466627828822,0.180858798982259,0.184608688158118
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malta,MLT,5.45826956550718,6.33313657042246,5.85500380080259,6.54319562850304,6.47447591136098,6.50366239593496,6.53971794289775,6.67676360381979,6.65471360279839,6.08494534240697,6.24016906790701,6.1813543198132,6.46528326682983,5.56733268070062,5.42229115561099,3.72337676636266
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Marshall Islands,MHL,1.89583948067276,1.95541506625255,2.13043159130945,2.09201181803167,2.19160466611555,2.18819588862101,2.30593270365998,2.44642658869684,2.47695852534562,2.561901740899,2.63591433278418,2.66372165902097,2.66268222132828,2.77107026016514,2.85804954481445,2.96093908115766
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritania,MRT,0.415101578736647,0.426819531881659,0.449976485831429,0.452116756828746,0.479709493225185,0.480686239360501,0.473642173301627,0.54444130156004,0.555803665316565,0.600340213855588,0.606440605697799,0.619394373099063,0.647779648212253,0.561374035889787,0.65948093945265,0.751732037240701
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritius,MUS,2.04899766023829,2.1446358607926,2.16881492187169,2.26526121463362,2.26887239425292,2.41139047786533,2.67764239106124,2.73888176310673,2.78654568164994,2.74428444424492,2.92850287907869,2.90561192714172,2.96604298811513,3.032741374202,3.13144223633215,3.13640499208554
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mexico,MEX,3.8741459608624,3.81139205906883,3.82496794571377,3.95094019007698,3.98382568810155,4.09880078414754,4.19418339721868,4.22076132665352,4.18972731869134,4.03759396221293,4.11321091425038,4.19098978654326,4.20241354590373,4.05605522675517,3.8923552480392,3.92536832553423
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Micronesia, Fed. Sts.",FSM,1.67667779677555,1.55339979276092,1.41349382098721,1.5070882339788,1.3433478705648,1.10149630430864,1.09518499378972,1.23799437607275,1.0772372681778,1.41098379500871,0.977804216083578,1.10578661006423,1.22329810037697,1.27521660267565,1.2932932198415,1.32374705377209
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Moldova,MDA,2.29414073665797,2.40489216571543,2.46700453564197,2.67477450728473,2.68502701808653,2.82992123531275,2.76820248201385,2.83171653331821,2.84087641211601,2.6658052996409,2.89799933900559,2.91694442512127,2.84488750225499,2.5114021117949,2.69863514608188,2.82816016203229
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mongolia,MNG,3.67064344492548,3.62792055814909,3.85007397929221,3.70050873173124,3.76732550575287,4.32084727782108,4.81132726028788,4.99742290098835,4.92595164485037,5.11434488825757,5.2954649734322,5.73241815230519,6.13873838836048,6.46156111815428,6.24288838830339,5.83543497274137
